Feature,Block,Universe,Availability,Source,TemporalRule,Direction,Notes,PresentInTeamStore,PresentInHistoricalMatchups,PresentInStage2Matchups,InAnyCandidateSet,TargetDerivedPrior,RequiresFoldFittedPreprocessing
detailed__all__ftmaderate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__ftpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__ftpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__ftrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__ftrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__ftrate_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__ftrate_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__games,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__net_rtg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__netrtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__netrtg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__netrtg_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__netrtg_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__off_rtg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__offrtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__offrtg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__offrtg_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__offrtg_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opp_efg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opp_ft_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opp_ftmade_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opp_tov_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppassistperfgm_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppassistperfgm_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppassistturnoverratio_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppassistturnoverratio_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppblockpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppblockpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppefg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppefg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfg2pct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfg2pct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfg3attemptrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfg3attemptrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfg3pct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfg3pct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfgpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfgpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfoulrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfoulrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfourfactorcomposite_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppfourfactorcomposite_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppftmaderate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppftmaderate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppftpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppftpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppftrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppftrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppstealpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__oppstealpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opptovpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opptovpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opptrueshootingpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__opptrueshootingpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__orb_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__orbpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__orbpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__orbpct_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__orbpct_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__pace_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__rebound_share_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__reboundshare_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__reboundshare_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__steal_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__stealpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__stealpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__tov_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__tovpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__tovpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__tovpct_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__tovpct_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__true_shooting_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__trueshootingpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__all__trueshootingpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__away__def_rtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__away__games,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__away__net_rtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__away__off_rtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__away__pace_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__assist_to_turnover_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__assistperfgm_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__assistperfgm_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__assistturnoverratio_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__assistturnoverratio_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__blockpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__blockpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__def_rtg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__defrtg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__defrtg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__defrtg_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__defrtg_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__drb_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__drbpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__drbpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__efg_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__efg_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__efg_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__efg_std,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__efg_trim02,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg2pct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg2pct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg3_attempt_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg3_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg3attemptrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg3attemptrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg3pct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg3pct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fg_pct_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fgpct_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__fgpct_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__foul_rate_ros,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__foulrate_mean,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
detailed__clean__foulrate_median,detailed_efficiency,rich,common,games_detailed_team_long + detailed quality flags,same-season regular season through DayNum 132,higher_or_lower_by_definition,"Includes full, clean-possession, robust, recent, EWM, and formula-sensitivity candidates.",True,False,False,False,False,True
